sale_id,sale_date,customer_id,product_id,employee_id,quantity,discount,gross_sales,net_sales
53,2025-10-24,77,3,10,1,15,54000.0,45900.0
54,2025-12-03,75,37,9,3,10,49500.0,44550.0
55,2025-04-15,86,46,6,2,10,4800.0,4320.0
56,2025-07-22,17,43,5,4,10,27200.0,24480.0
57,2025-02-07,2,30,10,5,0,7000.0,7000.0
58,2025-02-07,69,14,9,3,5,111000.0,105450.0
59,2025-06-28,9,16,6,3,5,66000.0,62700.0
60,2025-08-13,70,46,5,5,0,12000.0,12000.0
61,2025-12-08,71,20,2,2,10,9000.0,8100.0
62,2025-03-01,14,48,9,2,10,3998.0,3598.2
63,2025-05-25,78,14,6,2,10,74000.0,66600.0
64,2025-09-16,63,17,1,1,15,28000.0,23800.0
65,2025-05-22,6,1,6,2,10,130000.0,117000.0
66,2025-03-24,95,29,9,4,0,12800.0,12800.0
67,2025-02-27,10,45,3,5,0,26000.0,26000.0
68,2025-07-09,75,36,3,4,5,34000.0,32300.0
69,2025-01-22,40,24,1,3,5,22500.0,21375.0
70,2025-12-16,32,43,2,3,15,20400.0,17340.0
71,2025-11-14,96,10,4,2,5,84000.0,79800.0
72,2025-07-31,4,12,6,4,5,272000.0,258400.0
73,2025-05-17,21,45,2,4,0,20800.0,20800.0
74,2025-08-29,29,13,8,3,10,66000.0,59400.0
75,2025-04-27,29,2,4,4,10,248000.0,223200.0
76,2025-05-23,9,50,5,3,15,37500.0,31875.0
77,2025-12-14,69,22,1,1,10,1100.0,990.0
78,2025-04-02,75,17,1,1,15,28000.0,23800.0
79,2025-06-26,94,21,7,5,0,9000.0,9000.0
80,2025-07-17,74,13,5,1,15,22000.0,18700.0
81,2025-01-01,67,35,4,3,15,8400.0,7140.0
82,2025-02-05,86,22,10,3,0,3300.0,3300.0
83,2025-06-03,65,20,7,3,15,13500.0,11475.0
84,2025-12-23,38,36,3,2,15,17000.0,14450.0
85,2025-12-07,49,44,3,5,10,14000.0,12600.0
86,2025-07-27,71,1,5,3,5,195000.0,185250.0
87,2025-08-09,75,39,6,4,20,3600.0,2880.0
88,2025-08-15,87,14,9,4,5,148000.0,140600.0
89,2025-12-04,11,19,9,5,10,4500.0,4050.0
90,2025-02-17,97,16,5,2,5,44000.0,41800.0
91,2025-03-17,4,3,4,4,0,216000.0,216000.0
92,2025-08-22,54,41,10,2,15,14400.0,12240.0
93,2025-09-11,52,16,3,1,0,22000.0,22000.0
94,2025-08-06,29,12,9,4,0,272000.0,272000.0
95,2025-10-13,32,8,8,2,20,140000.0,112000.0
96,2025-12-08,68,36,10,3,20,25500.0,20400.0
97,2025-11-10,93,33,7,5,20,9000.0,7200.0
98,2025-03-23,96,31,8,3,5,2100.0,1995.0
99,2025-11-23,36,50,9,4,5,50000.0,47500.0
100,2025-05-21,57,5,5,2,10,112000.0,100800.0
101,2025-06-21,41,35,2,2,5,5600.0,5320.0
102,2025-04-29,50,45,3,2,0,10400.0,10400.0
103,2025-08-01,53,22,9,4,15,4400.0,3740.0
104,2025-02-01,27,27,7,5,0,75000.0,75000.0
105,2025-10-22,49,31,1,3,10,2100.0,1890.0
106,2025-07-19,54,35,9,5,5,14000.0,13300.0
107,2025-09-07,29,18,7,4,0,4800.0,4800.0
108,2025-07-19,44,43,7,2,20,13600.0,10880.0
109,2025-03-07,80,35,1,4,0,11200.0,11200.0
110,2025-02-12,83,28,3,4,5,6400.0,6080.0
111,2025-01-26,34,25,6,2,20,4400.0,3520.0
112,2025-06-17,44,49,7,3,15,5400.0,4590.0
113,2025-05-10,11,31,1,5,0,3500.0,3500.0
114,2025-06-29,29,42,2,1,0,5500.0,5500.0
115,2025-05-07,26,2,10,2,5,124000.0,117800.0
116,2025-03-06,61,43,2,5,5,34000.0,32300.0
117,2025-08-27,90,17,6,2,0,56000.0,56000.0
118,2025-03-25,40,7,10,1,10,65000.0,58500.0
119,2025-10-22,87,25,7,2,0,4400.0,4400.0
120,2025-10-31,89,41,4,1,10,7200.0,6480.0
121,2025-12-17,77,8,10,1,10,70000.0,63000.0
122,2025-09-30,55,43,6,1,10,6800.0,6120.0
123,2025-01-07,54,32,2,4,10,10000.0,9000.0
124,2025-11-22,59,46,3,4,5,9600.0,9120.0
125,2025-09-25,84,18,10,5,20,6000.0,4800.0
126,2025-08-27,56,47,10,3,10,14697.0,13227.3
127,2025-05-06,12,18,8,2,20,2400.0,1920.0
128,2025-10-19,79,43,7,3,0,20400.0,20400.0
129,2025-09-11,42,12,8,2,10,136000.0,122400.0
130,2025-05-13,44,18,10,3,0,3600.0,3600.0
131,2025-09-22,25,6,4,4,20,288000.0,230400.0
132,2025-10-12,98,16,8,4,20,88000.0,70400.0
133,2025-01-09,12,19,4,4,5,3600.0,3420.0
134,2025-06-06,85,38,6,4,10,76000.0,68400.0
135,2025-08-06,96,36,6,3,20,25500.0,20400.0
136,2025-05-19,40,17,4,1,5,28000.0,26600.0
137,2025-06-11,16,48,9,2,5,3998.0,3798.1
138,2025-04-21,95,31,5,5,10,3500.0,3150.0
139,2025-02-21,25,19,4,3,5,2700.0,2565.0
140,2025-06-04,2,46,9,2,10,4800.0,4320.0
141,2025-01-24,7,36,5,2,20,17000.0,13600.0
142,2025-02-22,2,37,5,4,20,66000.0,52800.0
143,2025-08-14,44,12,1,3,20,204000.0,163200.0
144,2025-02-28,9,26,8,1,0,25000.0,25000.0
145,2025-03-19,20,37,5,1,5,16500.0,15675.0
146,2025-03-02,72,49,7,5,5,9000.0,8550.0
147,2025-09-25,49,29,8,3,15,9600.0,8160.0
148,2025-06-06,73,40,1,5,0,16000.0,16000.0
149,2025-04-17,81,14,5,1,5,37000.0,35150.0
150,2025-05-03,23,36,2,2,0,17000.0,17000.0
151,2025-07-29,58,45,10,4,10,20800.0,18720.0
152,2025-01-17,30,19,5,4,0,3600.0,3600.0
153,2025-12-18,30,17,10,2,15,56000.0,47600.0
154,2025-02-28,70,15,3,3,5,43500.0,41325.0
155,2025-02-06,8,11,5,5,10,210000.0,189000.0
156,2025-08-13,16,30,5,4,10,5600.0,5040.0
157,2025-09-14,70,32,8,1,0,2500.0,2500.0
158,2025-08-10,95,21,10,3,0,5400.0,5400.0
159,2025-02-16,30,44,10,5,0,14000.0,14000.0
160,2025-12-11,35,37,1,2,20,33000.0,26400.0
161,2025-09-23,84,29,5,2,15,6400.0,5440.0
162,2025-11-22,63,6,8,3,15,216000.0,183600.0
163,2025-06-20,42,43,2,2,10,13600.0,12240.0
164,2025-07-30,89,32,5,4,0,10000.0,10000.0
165,2025-08-21,12,21,5,3,0,5400.0,5400.0
166,2025-07-26,66,1,9,4,15,260000.0,221000.0
167,2025-01-28,25,34,6,5,20,32500.0,26000.0
168,2025-11-17,57,49,1,2,10,3600.0,3240.0
169,2025-10-09,17,19,8,4,0,3600.0,3600.0
170,2025-01-15,81,39,4,2,10,1800.0,1620.0
171,2025-10-10,2,36,7,1,5,8500.0,8075.0
172,2025-02-28,60,8,3,4,10,280000.0,252000.0
173,2025-09-18,91,18,7,4,20,4800.0,3840.0
174,2025-05-05,59,36,3,4,5,34000.0,32300.0
175,2025-11-03,66,48,3,1,10,1999.0,1799.1
176,2025-08-01,44,33,5,1,10,1800.0,1620.0
177,2025-06-02,76,38,8,2,20,38000.0,30400.0
178,2025-10-03,62,23,6,5,15,150000.0,127500.0
179,2025-08-22,42,13,4,5,15,110000.0,93500.0
180,2025-04-30,100,27,1,3,20,45000.0,36000.0
181,2025-12-28,49,25,3,4,0,8800.0,8800.0
182,2025-03-06,65,38,6,1,20,19000.0,15200.0
183,2025-02-21,68,30,1,2,15,2800.0,2380.0
184,2025-12-02,20,5,8,3,10,168000.0,151200.0
185,2025-11-16,89,26,2,3,15,75000.0,63750.0
186,2025-06-12,81,46,8,5,0,12000.0,12000.0
187,2025-11-13,9,16,5,2,0,44000.0,44000.0
188,2025-08-11,13,49,2,4,5,7200.0,6840.0
189,2025-12-22,39,2,1,3,0,186000.0,186000.0
190,2025-05-31,46,24,7,2,5,15000.0,14250.0
191,2025-09-29,53,37,3,2,5,33000.0,31350.0
192,2025-02-10,79,25,10,2,20,4400.0,3520.0
193,2025-10-26,19,15,8,3,20,43500.0,34800.0
194,2025-05-11,86,1,8,3,5,195000.0,185250.0
195,2025-02-07,57,23,10,3,15,90000.0,76500.0
196,2025-12-20,33,30,5,2,15,2800.0,2380.0
197,2025-09-05,14,16,7,5,10,110000.0,99000.0
198,2025-10-22,38,45,5,1,15,5200.0,4420.0
199,2025-05-21,2,37,1,5,20,82500.0,66000.0
200,2025-05-27,100,15,10,3,5,43500.0,41325.0
201,2025-11-22,25,40,5,2,0,6400.0,6400.0
202,2025-11-18,83,3,5,4,0,216000.0,216000.0
203,2025-10-24,47,47,3,1,10,4899.0,4409.1
204,2025-06-17,96,27,3,2,5,30000.0,28500.0
205,2025-10-04,47,34,9,3,5,19500.0,18525.0
206,2025-05-12,62,19,6,1,20,900.0,720.0
207,2025-02-08,19,49,4,4,10,7200.0,6480.0
208,2025-02-16,51,1,5,5,0,325000.0,325000.0
209,2025-08-21,48,44,5,5,15,14000.0,11900.0
210,2025-11-23,48,7,4,4,0,260000.0,260000.0
211,2025-11-14,72,21,10,2,0,3600.0,3600.0
212,2025-11-22,60,45,5,4,0,20800.0,20800.0
213,2025-03-13,6,3,5,4,0,216000.0,216000.0
214,2025-02-19,31,35,3,4,20,11200.0,8960.0
215,2025-07-09,86,48,9,4,5,7996.0,7596.2
216,2025-08-01,84,7,8,5,15,325000.0,276250.0
217,2025-05-24,5,45,6,2,20,10400.0,8320.0
218,2025-08-16,31,24,2,3,10,22500.0,20250.0
219,2025-02-01,51,18,4,1,20,1200.0,960.0
220,2025-02-16,85,14,10,1,0,37000.0,37000.0
221,2025-06-20,32,9,10,2,0,124000.0,124000.0
222,2025-10-11,27,38,4,2,10,38000.0,34200.0
223,2025-03-17,77,1,5,2,5,130000.0,123500.0
224,2025-10-04,33,12,2,1,5,68000.0,64600.0
225,2025-01-08,46,16,10,3,0,66000.0,66000.0
226,2025-03-31,34,4,3,4,0,232000.0,232000.0
227,2025-02-02,61,29,6,5,0,16000.0,16000.0
228,2025-08-20,65,15,10,1,10,14500.0,13050.0
229,2025-08-23,83,2,1,4,15,248000.0,210800.0
230,2025-08-07,88,7,8,4,0,260000.0,260000.0
231,2025-02-11,42,39,3,1,5,900.0,855.0
232,2025-05-21,80,41,10,5,10,36000.0,32400.0
233,2025-07-15,77,34,5,4,15,26000.0,22100.0
234,2025-02-20,90,8,9,2,15,140000.0,119000.0
235,2025-08-20,30,27,6,4,15,60000.0,51000.0
236,2025-08-01,94,7,6,4,10,260000.0,234000.0
237,2025-12-07,33,24,3,4,0,30000.0,30000.0
238,2025-02-16,11,6,7,1,10,72000.0,64800.0
239,2025-03-08,72,4,10,5,10,290000.0,261000.0
240,2025-12-10,16,27,6,4,0,60000.0,60000.0
241,2025-05-28,77,20,6,1,5,4500.0,4275.0
242,2025-03-21,85,31,4,1,10,700.0,630.0
243,2025-10-12,48,8,5,5,5,350000.0,332500.0
244,2025-08-08,72,50,10,5,0,62500.0,62500.0
245,2025-11-08,85,45,5,1,5,5200.0,4940.0
246,2025-05-20,90,49,5,3,10,5400.0,4860.0
247,2025-01-04,24,10,10,4,0,168000.0,168000.0
248,2025-03-14,95,41,1,1,5,7200.0,6840.0
249,2025-07-12,54,30,6,2,10,2800.0,2520.0
250,2025-06-09,93,21,10,5,0,9000.0,9000.0
251,2025-01-27,20,11,10,1,0,42000.0,42000.0
252,2025-05-20,57,43,7,4,20,27200.0,21760.0
253,2025-08-01,35,14,9,1,10,37000.0,33300.0
254,2025-08-09,15,19,10,4,10,3600.0,3240.0
255,2025-01-24,29,26,10,1,0,25000.0,25000.0
256,2025-04-15,39,14,3,3,10,111000.0,99900.0
257,2025-06-17,16,1,8,4,5,260000.0,247000.0
258,2025-03-08,49,35,4,5,10,14000.0,12600.0
259,2025-02-06,51,48,1,4,0,7996.0,7996.0
260,2025-08-24,10,21,10,4,15,7200.0,6120.0
261,2025-12-30,82,27,5,1,15,15000.0,12750.0
262,2025-01-11,42,11,10,4,10,168000.0,151200.0
263,2025-02-15,56,7,4,4,15,260000.0,221000.0
264,2025-09-26,11,26,5,3,5,75000.0,71250.0
265,2025-06-20,100,11,2,5,0,210000.0,210000.0
266,2025-09-29,66,13,6,3,5,66000.0,62700.0
267,2025-05-01,14,10,5,2,5,84000.0,79800.0
268,2025-11-05,20,49,2,2,20,3600.0,2880.0
269,2025-08-26,97,37,10,4,10,66000.0,59400.0
270,2025-11-18,41,10,8,1,20,42000.0,33600.0
271,2025-08-15,81,20,5,5,0,22500.0,22500.0
272,2025-06-30,65,5,5,4,20,224000.0,179200.0
273,2025-01-20,8,24,5,1,0,7500.0,7500.0
274,2025-11-11,77,33,7,4,0,7200.0,7200.0
275,2025-08-19,74,42,4,3,20,16500.0,13200.0
276,2025-09-14,20,4,8,1,10,58000.0,52200.0
277,2025-02-13,65,42,3,1,5,5500.0,5225.0
278,2025-12-29,57,29,9,5,5,16000.0,15200.0
279,2025-07-06,48,19,7,4,10,3600.0,3240.0
280,2025-12-14,77,4,6,1,10,58000.0,52200.0
281,2025-02-18,72,44,7,3,10,8400.0,7560.0
282,2025-12-03,78,10,6,1,5,42000.0,39900.0
283,2025-06-29,40,42,7,2,0,11000.0,11000.0
284,2025-06-08,72,25,6,2,0,4400.0,4400.0
285,2025-11-27,86,28,9,3,0,4800.0,4800.0
286,2025-07-05,40,12,4,3,20,204000.0,163200.0
287,2025-04-09,29,9,3,1,10,62000.0,55800.0
288,2025-02-21,65,50,9,5,0,62500.0,62500.0
289,2025-12-05,44,50,10,2,15,25000.0,21250.0
290,2025-03-20,21,12,10,2,20,136000.0,108800.0
291,2025-01-23,53,24,4,4,10,30000.0,27000.0
292,2025-08-18,30,35,4,3,20,8400.0,6720.0
293,2025-04-10,48,44,10,4,20,11200.0,8960.0
294,2025-05-25,100,25,9,5,15,11000.0,9350.0
295,2025-03-24,26,39,3,3,0,2700.0,2700.0
296,2025-11-25,62,24,9,1,0,7500.0,7500.0
297,2025-05-26,11,49,3,3,20,5400.0,4320.0
298,2025-09-20,19,28,2,2,20,3200.0,2560.0
299,2025-06-28,4,27,1,4,10,60000.0,54000.0
300,2025-05-01,50,6,6,2,0,144000.0,144000.0
301,2025-06-13,13,46,6,2,5,4800.0,4560.0
302,2025-01-20,37,31,3,4,20,2800.0,2240.0
303,2025-11-12,1,6,1,3,5,216000.0,205200.0
304,2025-03-18,71,47,10,5,15,24495.0,20820.75
305,2025-02-26,100,19,4,3,0,2700.0,2700.0
306,2025-01-25,31,27,10,4,0,60000.0,60000.0
307,2025-02-26,64,39,9,1,5,900.0,855.0
308,2025-03-15,38,28,1,5,10,8000.0,7200.0
309,2025-05-04,74,27,3,1,10,15000.0,13500.0
310,2025-02-04,68,35,9,5,0,14000.0,14000.0
311,2025-07-19,61,3,7,3,10,162000.0,145800.0
312,2025-01-09,46,5,6,2,0,112000.0,112000.0
313,2025-10-25,95,49,6,2,0,3600.0,3600.0
314,2025-06-30,70,22,3,4,20,4400.0,3520.0
315,2025-11-20,24,9,2,4,0,248000.0,248000.0
316,2025-05-31,26,3,4,1,10,54000.0,48600.0
317,2025-06-08,66,26,9,4,10,100000.0,90000.0
318,2025-01-19,97,42,4,3,10,16500.0,14850.0
319,2025-01-25,84,22,5,1,10,1100.0,990.0
320,2025-08-12,52,48,8,4,10,7996.0,7196.4
321,2025-04-06,64,45,8,3,10,15600.0,14040.0
322,2025-02-12,94,28,2,4,5,6400.0,6080.0
323,2025-10-07,38,21,2,1,10,1800.0,1620.0
324,2025-12-05,38,20,8,5,15,22500.0,19125.0
325,2025-03-27,89,29,6,4,0,12800.0,12800.0
326,2025-06-30,79,28,5,1,0,1600.0,1600.0
327,2025-12-10,82,26,6,5,5,125000.0,118750.0
328,2025-01-16,19,39,8,1,5,900.0,855.0
329,2025-02-04,31,50,6,3,15,37500.0,31875.0
330,2025-10-18,5,39,3,4,10,3600.0,3240.0
331,2025-07-10,57,49,2,5,5,9000.0,8550.0
332,2025-09-29,47,26,6,3,5,75000.0,71250.0
333,2025-02-28,4,48,3,4,15,7996.0,6796.6
334,2025-10-15,16,17,5,4,5,112000.0,106400.0
335,2025-11-10,37,45,8,2,0,10400.0,10400.0
336,2025-03-11,10,29,3,4,0,12800.0,12800.0
337,2025-12-16,41,43,6,1,10,6800.0,6120.0
338,2025-06-03,21,46,3,3,5,7200.0,6840.0
339,2025-03-04,26,9,4,4,0,248000.0,248000.0
340,2025-07-04,71,37,6,4,5,66000.0,62700.0
341,2025-11-10,12,5,5,4,20,224000.0,179200.0
342,2025-09-27,53,50,7,5,0,62500.0,62500.0
343,2025-03-06,41,42,2,4,20,22000.0,17600.0
344,2025-12-15,67,23,3,5,5,150000.0,142500.0
345,2025-03-08,56,33,1,1,5,1800.0,1710.0
346,2025-06-05,22,11,6,2,10,84000.0,75600.0
347,2025-09-23,37,6,5,2,10,144000.0,129600.0
348,2025-03-06,81,20,10,5,0,22500.0,22500.0
349,2025-09-15,83,11,10,5,5,210000.0,199500.0
350,2025-03-29,85,40,10,3,0,9600.0,9600.0
351,2025-01-15,11,3,10,3,5,162000.0,153900.0
352,2025-10-20,54,40,1,4,10,12800.0,11520.0
353,2025-11-25,39,31,4,4,10,2800.0,2520.0
354,2025-08-21,10,45,1,2,20,10400.0,8320.0
355,2025-08-01,62,30,4,3,5,4200.0,3990.0
356,2025-06-10,92,21,6,4,5,7200.0,6840.0
357,2025-07-09,66,36,2,3,5,25500.0,24225.0
358,2025-08-27,16,18,8,2,5,2400.0,2280.0
359,2025-02-19,7,19,7,5,15,4500.0,3825.0
360,2025-05-08,21,21,10,3,5,5400.0,5130.0
361,2025-03-23,64,33,8,4,10,7200.0,6480.0
362,2025-09-12,3,6,7,5,20,360000.0,288000.0
363,2025-05-04,28,38,6,1,0,19000.0,19000.0
364,2025-05-25,64,39,8,3,0,2700.0,2700.0
365,2025-02-25,56,9,5,3,15,186000.0,158100.0
366,2025-07-07,6,26,1,5,5,125000.0,118750.0
367,2025-07-05,71,19,2,4,20,3600.0,2880.0
368,2025-10-09,36,40,10,1,5,3200.0,3040.0
369,2025-02-19,51,24,6,5,10,37500.0,33750.0
370,2025-03-15,26,39,9,4,0,3600.0,3600.0
371,2025-01-24,5,9,6,4,20,248000.0,198400.0
372,2025-03-18,78,33,3,3,10,5400.0,4860.0
373,2025-03-25,51,40,5,5,10,16000.0,14400.0
374,2025-09-17,66,35,8,5,10,14000.0,12600.0
375,2025-09-01,3,24,6,1,15,7500.0,6375.0
376,2025-10-26,40,47,1,5,20,24495.0,19596.0
377,2025-05-16,84,50,10,5,5,62500.0,59375.0
378,2025-01-27,75,31,3,5,15,3500.0,2975.0
379,2025-03-17,88,16,1,5,0,110000.0,110000.0
380,2025-04-08,3,29,6,4,5,12800.0,12160.0
381,2025-07-31,89,14,7,5,20,185000.0,148000.0
382,2025-02-01,91,9,9,2,10,124000.0,111600.0
383,2025-12-06,62,34,7,3,5,19500.0,18525.0
384,2025-08-24,69,22,9,3,10,3300.0,2970.0
385,2025-11-09,62,13,4,3,10,66000.0,59400.0
386,2025-04-26,39,50,5,2,20,25000.0,20000.0
387,2025-06-12,62,23,9,3,10,90000.0,81000.0
388,2025-03-04,74,44,9,4,15,11200.0,9520.0
389,2025-06-26,99,10,5,1,10,42000.0,37800.0
390,2025-02-10,45,29,5,4,5,12800.0,12160.0
391,2025-04-14,69,18,9,3,5,3600.0,3420.0
392,2025-02-25,79,48,10,2,5,3998.0,3798.1
393,2025-01-26,86,34,4,2,0,13000.0,13000.0
394,2025-02-21,53,22,8,1,5,1100.0,1045.0
395,2025-01-03,71,11,7,4,20,168000.0,134400.0
396,2025-11-30,26,49,5,3,10,5400.0,4860.0
397,2025-11-27,8,50,2,5,5,62500.0,59375.0
398,2025-10-01,95,47,1,2,15,9798.0,8328.3
399,2025-04-01,5,26,8,2,10,50000.0,45000.0
400,2025-01-20,2,20,10,5,0,22500.0,22500.0
401,2025-06-21,37,30,9,5,20,7000.0,5600.0
402,2025-03-10,65,30,5,2,0,2800.0,2800.0
403,2025-06-19,21,47,8,3,5,14697.0,13962.15
404,2025-01-08,95,22,5,5,5,5500.0,5225.0
405,2025-03-31,79,41,7,4,10,28800.0,25920.0
406,2025-02-14,52,43,2,2,5,13600.0,12920.0
407,2025-09-02,42,16,1,3,15,66000.0,56100.0
408,2025-05-01,58,49,5,3,10,5400.0,4860.0
409,2025-10-26,93,37,1,3,10,49500.0,44550.0
410,2025-12-21,31,4,2,4,10,232000.0,208800.0
411,2025-03-23,52,44,9,3,0,8400.0,8400.0
412,2025-11-24,38,24,10,2,5,15000.0,14250.0
413,2025-03-10,62,10,8,5,10,210000.0,189000.0
414,2025-08-01,90,36,8,5,5,42500.0,40375.0
415,2025-05-07,88,49,10,1,20,1800.0,1440.0
416,2025-09-28,91,24,2,5,0,37500.0,37500.0
417,2025-02-01,71,33,4,5,5,9000.0,8550.0
418,2025-03-26,42,34,8,1,5,6500.0,6175.0
419,2025-10-26,63,6,9,4,0,288000.0,288000.0
420,2025-08-21,17,33,7,4,0,7200.0,7200.0
421,2025-10-14,60,44,5,1,15,2800.0,2380.0
422,2025-05-11,1,48,4,5,0,9995.0,9995.0
423,2025-01-24,55,23,2,5,0,150000.0,150000.0
424,2025-02-05,61,3,5,4,5,216000.0,205200.0
425,2025-03-11,99,42,7,3,15,16500.0,14025.0
426,2025-08-18,49,25,2,5,5,11000.0,10450.0
427,2025-12-01,45,8,3,5,15,350000.0,297500.0
428,2025-09-28,17,47,4,1,0,4899.0,4899.0
429,2025-06-02,60,44,9,4,15,11200.0,9520.0
430,2025-04-28,32,30,6,2,10,2800.0,2520.0
431,2025-04-07,93,49,2,1,15,1800.0,1530.0
432,2025-11-11,99,2,4,2,0,124000.0,124000.0
433,2025-02-21,77,3,8,5,0,270000.0,270000.0
434,2025-05-06,95,3,7,4,5,216000.0,205200.0
435,2025-10-04,28,49,1,2,10,3600.0,3240.0
436,2025-04-30,94,37,6,5,10,82500.0,74250.0
437,2025-05-02,39,10,9,2,15,84000.0,71400.0
438,2025-06-03,36,4,9,5,5,290000.0,275500.0
439,2025-11-17,87,28,9,4,0,6400.0,6400.0
440,2025-06-26,83,43,7,5,10,34000.0,30600.0
441,2025-12-23,54,27,3,3,15,45000.0,38250.0
442,2025-04-05,97,35,8,2,5,5600.0,5320.0
443,2025-06-03,91,10,8,1,15,42000.0,35700.0
444,2025-08-02,72,34,3,4,5,26000.0,24700.0
445,2025-05-11,27,22,2,4,10,4400.0,3960.0
446,2025-02-17,69,47,4,1,10,4899.0,4409.1
447,2025-07-13,87,39,10,1,0,900.0,900.0
448,2025-04-07,98,38,9,2,20,38000.0,30400.0
449,2025-04-17,43,20,1,2,5,9000.0,8550.0
450,2025-03-02,96,49,8,2,5,3600.0,3420.0
451,2025-07-23,31,36,6,3,15,25500.0,21675.0
452,2025-08-27,69,42,6,3,10,16500.0,14850.0
453,2025-07-04,66,32,8,1,20,2500.0,2000.0
454,2025-06-13,27,24,6,4,0,30000.0,30000.0
455,2025-10-16,29,48,3,1,10,1999.0,1799.1
456,2025-10-11,75,38,7,3,5,57000.0,54150.0
457,2025-04-11,43,15,7,5,5,72500.0,68875.0
458,2025-09-13,71,42,6,3,20,16500.0,13200.0
459,2025-11-25,95,32,8,2,10,5000.0,4500.0
460,2025-03-28,18,47,9,4,5,19596.0,18616.2
461,2025-10-05,83,4,9,1,0,58000.0,58000.0
462,2025-12-09,7,49,1,4,5,7200.0,6840.0
463,2025-11-19,30,5,3,1,5,56000.0,53200.0
464,2025-09-16,59,24,1,5,20,37500.0,30000.0
465,2025-12-04,63,2,1,5,15,310000.0,263500.0
466,2025-01-07,3,34,5,5,10,32500.0,29250.0
467,2025-01-09,65,45,7,2,0,10400.0,10400.0
468,2025-02-19,68,10,4,2,10,84000.0,75600.0
469,2025-07-01,35,26,2,3,15,75000.0,63750.0
470,2025-08-24,73,16,4,3,0,66000.0,66000.0
471,2025-12-01,84,49,1,1,15,1800.0,1530.0
472,2025-07-14,49,36,8,1,0,8500.0,8500.0
473,2025-12-26,22,6,8,4,10,288000.0,259200.0
474,2025-10-17,13,34,1,2,5,13000.0,12350.0
475,2025-12-21,73,31,5,1,0,700.0,700.0
476,2025-12-17,36,35,10,1,5,2800.0,2660.0
477,2025-06-11,3,14,10,2,15,74000.0,62900.0
478,2025-02-09,39,11,10,2,15,84000.0,71400.0
479,2025-12-13,70,22,7,2,0,2200.0,2200.0
480,2025-09-14,96,23,1,1,15,30000.0,25500.0
